Oyster Bay - OYB,,,Data missing from 2003 - day 163 1000 to 176 1000,,,,,,,,,,,,,,
,,,Data missing from 2007 -  day 229 to day 257,,,,,,,,,,,,,,
Column Headings applicable to the hourly data output ID 60,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,
ID,Year,Day,Hour,Mean,Mean,Mean,Total,Mean,Min,Mean,Min,Mean,Mean,Mean,Total,GDD,GDD
,,,,Temp,RH,LeafWetness,Rain,Grass Temp,Grass Temp,Soil Temp,Soil Temp,Solar Rad,Wind Speed,Wind Dir,PET,>10,1-Sep
,,,,°C,%,%,mm,°C,°C,°C,°C,W/m2,m/sec,deg N,mm,,
60,2018,1,100,16.26,88.9,30.88,0,14.52,14.23,19.9,19.9,0,0,62.63,0,,
60,2018,1,200,16.55,89.4,39.99,0,14.76,14.44,19.82,19.82,0,0,0.357,0,,
60,2018,1,300,16.53,90.4,33.34,0,14.41,14.41,19.76,19.76,0,0.02,45.27,0,,
60,2018,1,400,15.74,86.3,16.14,0,13.5,13.5,19.7,19.7,0,0.841,65.85,0,,
60,2018,1,500,14.93,88,19.1,0,13.32,13.29,19.63,19.63,0.67,0.971,55.08,0,,
60,2018,1,600,14.85,88.1,17.91,0,13.9,13.32,19.56,19.56,14.47,0.819,42.48,0,,
60,2018,1,700,15.03,88,13.22,0,14.99,13.9,19.49,19.49,47.88,0.546,51.68,0.013,,
60,2018,1,800,15.78,84.5,5.718,0,17.08,14.99,19.44,19.44,100.3,0.47,40.64,0.055,,
60,2018,1,900,16.38,82.3,3.399,0,17.93,17.08,19.43,19.42,160.7,0.759,47.72,0.095,,
60,2018,1,1000,16.34,83.5,53.09,0,18.29,16.07,19.45,19.43,165.8,0.897,43.68,0.098,,
60,2018,1,1100,17.4,77.9,2.969,0,21.54,18.29,19.48,19.45,275,1.197,35.67,0.167,,
60,2018,1,1200,18.83,72.7,1.455,0,25.25,21.54,19.55,19.48,442.9,1.121,51.27,0.266,,
60,2018,1,1300,20.38,67.11,0.888,0,28.94,25.25,19.69,19.55,545.1,1.14,37.47,0.333,,
60,2018,1,1400,21.78,62.56,0.574,0,34.45,28.94,19.92,19.69,735,1.437,38.36,0.443,,
60,2018,1,1500,22.94,59.67,0.43,0,35.29,33.66,20.25,19.92,830,1.386,37.19,0.508,,
60,2018,1,1600,23.05,59.27,0.527,0,29.08,29.08,20.64,20.25,749,1.687,48.59,0.455,,
60,2018,1,1700,22.95,59.24,0.705,0,26.53,26.53,21.02,20.64,510.9,1.377,61.48,0.306,,
60,2018,1,1800,21.97,61.21,0.846,0,21.25,21.25,21.24,21.02,219.7,1.48,57.18,0.147,,
60,2018,1,1900,19.54,68.79,1.59,0,16.79,16.79,21.33,21.24,165.6,1.403,39.43,0.079,,
60,2018,1,2000,17.32,76.6,3.462,0,15.62,15.62,21.29,21.29,63.7,0.866,58.06,0,,
60,2018,1,2100,15.67,84.2,10.71,0,14.85,14.85,21.18,21.18,1.781,0.282,66.24,0,,
60,2018,1,2200,15.11,87.7,30.06,0,13.45,13.18,21.03,21.03,0,0,82.8,0,,
60,2018,1,2300,14.82,90.7,42.66,0,14.04,13.45,20.86,20.86,0,0,83.8,0,,
60,2018,1,2400,15.31,89.1,44.58,0,14.2,14.04,20.7,20.7,0,0.004,209.9,0,,
60,2018,2,100,15.41,88.6,65.11,0,13.56,13.56,20.56,20.56,0,0.002,228.5,0,,
60,2018,2,200,15.16,91.1,60.33,0,13.44,13.26,20.43,20.43,0,0.136,229,0,,
60,2018,2,300,15.53,89.7,40.25,0,13.78,13.44,20.31,20.31,0,0.102,236.5,0,,
60,2018,2,400,15.97,87.1,26.25,0,14.17,13.78,20.2,20.2,0,0.096,261.8,0,,
60,2018,2,500,16.25,86.6,22.4,0,14.23,14.17,20.11,20.11,0.774,0.172,245.5,0,,
60,2018,2,600,16.52,85.4,16.99,0,15.25,14.12,20.02,20.02,18.63,0.247,249.3,0,,
60,2018,2,700,17.72,82.1,7.18,0,19.44,15.25,19.94,19.94,130.9,0.173,230,0.027,,
60,2018,2,800,20.82,71.4,1.79,0,23.54,19.44,19.92,19.92,379.1,0.349,221,0.197,,
60,2018,2,900,23.72,62.49,1.158,0,29.6,23.54,19.95,19.91,508.1,0.15,311.8,0.302,,
60,2018,2,1000,24.29,62.17,0.962,0,34.4,28.49,20.09,19.95,482.3,1.395,357.2,0.32,,
60,2018,2,1100,26.7,54.88,0.481,0,43.07,34.4,20.33,20.09,971,1.409,354.2,0.647,,
60,2018,2,1200,25.71,57.46,9.46,0,28.29,28.29,20.77,20.33,536.6,2.038,337.5,0.386,,
60,2018,2,1300,23.89,68.96,61.77,0,34.75,23.18,21.15,20.77,526.6,1.338,340,0.346,,
60,2018,2,1400,26.33,59.17,0.385,0,38.78,34.75,21.43,21.15,762,1.854,349.4,0.507,,
60,2018,2,1500,24.16,68.81,33.15,0,27.26,25.48,21.78,21.43,383.8,1.832,358.3,0.268,,
60,2018,2,1600,24.86,64.15,10.93,0,31.65,27.26,22.01,21.78,445.6,1.201,324.5,0.294,,
60,2018,2,1700,27.49,51.97,0.308,0,32.72,31.65,22.18,22.01,582.1,1.355,323.8,0.389,,
60,2018,2,1800,27.45,49.77,0.323,0,27.12,27.12,22.35,22.18,247.7,1.355,338.4,0.188,,
60,2018,2,1900,25.56,57.58,0.661,0,21.22,21.22,22.45,22.35,181.5,1.37,350.7,0.109,,
60,2018,2,2000,23.39,63.98,1.152,0,16.92,16.92,22.43,22.43,65.61,0.396,355.3,0,,
60,2018,2,2100,20.3,75.1,3.24,0,15.42,15.42,22.32,22.32,2.121,0.025,331.8,0,,
60,2018,2,2200,18.82,80.6,10.65,0,14.05,14.05,22.14,22.14,0,0.004,215.7,0,,
60,2018,2,2300,16.06,90.8,67.25,0,13.02,13.02,21.94,21.94,0,0,223.6,0,,
60,2018,2,2400,14.77,93.6,90.6,0,12.7,12.4,21.73,21.73,0,0,215,0,,
60,2018,3,100,15.61,94.8,94.4,0,13.5,12.7,21.51,21.51,0,0.033,204.5,0,,
60,2018,3,200,15.57,93.8,95.8,0,12.39,12.39,21.32,21.32,0,0.139,267.2,0,,
60,2018,3,300,14.79,94.1,95.8,0,11.92,11.92,21.14,21.14,0,0.05,232.8,0,,
60,2018,3,400,13.83,94.3,96,0,11.15,11.15,20.95,20.95,0,0,206,0,,
60,2018,3,500,13.69,95,96.6,0,11.35,10.92,20.78,20.78,1.279,0.004,212.9,0,,
60,2018,3,600,14.13,95.6,97.7,0,12.74,11.35,20.61,20.61,45.52,0.031,232.5,0,,
60,2018,3,700,16.46,90.4,62.72,0,17.36,12.74,20.45,20.45,206.9,0.08,211.5,0.066,,
60,2018,3,800,20.68,72.4,1.287,0,23.35,17.36,20.35,20.35,384.8,0.021,226.6,0.197,,
60,2018,3,900,24.89,59.04,17.82,0,30.45,23.35,20.36,20.33,592.6,0.083,270.4,0.36,,
60,2018,3,1000,27.12,52.68,0.462,0,39.94,30.45,20.52,20.36,775,0.649,358.8,0.515,,
60,2018,3,1100,27.68,51.54,0.336,0,44.73,39.94,20.84,20.52,926,2.124,349.4,0.635,,
60,2018,3,1200,28.09,50.18,0.286,0,46.77,44.73,21.32,20.84,958,2.397,346.6,0.666,,
60,2018,3,1300,28.6,47.98,0.173,0,48.81,46.77,21.91,21.32,980,2.215,337.7,0.691,,
60,2018,3,1400,28.86,46.94,0.184,0,47.08,47.08,22.52,21.91,944,2.822,345.5,0.677,,
60,2018,3,1500,29.39,44.81,0.19,0,42.21,42.21,23.1,22.52,859,2.67,358,0.632,,
60,2018,3,1600,29.1,45.88,0.299,0,37.13,37.13,23.59,23.1,721,2.578,353,0.534,,
60,2018,3,1700,28.93,46.15,0.314,0,32.98,31.97,23.95,23.59,508.4,2.088,0.193,0.382,,
60,2018,3,1800,28.36,46.91,0.325,0,28.37,28.37,24.14,23.95,248,1.718,344.7,0.21,,
60,2018,3,1900,26.51,51.73,0.519,0,22.57,22.57,24.18,24.14,112,1.35,358.3,0.07,,
60,2018,3,2000,24.08,58.32,0.806,0,19.29,19.29,24.08,24.08,31.21,0.88,2.413,0,,
60,2018,3,2100,21.46,67.84,1.975,0,17.41,17.41,23.9,23.9,1.865,0.099,67.11,0,,
60,2018,3,2200,20.48,72.2,2.959,0,16.63,16.63,23.67,23.67,0,0.06,87.7,0,,
60,2018,3,2300,18.68,82.4,8.8,0,16.5,16.35,23.43,23.43,0,0.004,271.7,0,,
60,2018,3,2400,17.57,86.7,36.77,0,14.33,14.33,23.21,23.21,0,0,279.2,0,,
60,2018,4,100,15.91,92,77,0,13.97,13.53,22.98,22.98,0,0,207,0,,
60,2018,4,200,15.99,93,88.5,0,13.52,13.36,22.73,22.73,0,0.009,234.8,0,,
60,2018,4,300,15.5,93,90.6,0,12.4,12.4,22.5,22.5,0,0.008,229.3,0,,
60,2018,4,400,14.59,93.8,92.8,0,11.79,11.79,22.28,22.28,0,0.008,241.1,0,,
60,2018,4,500,13.89,94.7,93.8,0,11.89,11.45,22.07,22.07,1.112,0,248.6,0,,
60,2018,4,600,14.47,95.3,94.9,0,13.55,11.89,21.85,21.85,38.89,0.042,236,0,,
60,2018,4,700,17.53,87.1,39.76,0,17.88,13.55,21.66,21.66,196.8,0.126,228.7,0.061,,
60,2018,4,800,20.24,75.4,1.904,0,21.9,17.88,21.53,21.53,238.9,0.017,228.7,0.13,,
60,2018,4,900,23.05,62.92,0.813,0,26.07,21.9,21.5,21.49,357.1,0,143.4,0.216,,
60,2018,4,1000,24.04,57.86,0.566,0,28.29,26.07,21.55,21.5,380.8,0.479,28.53,0.256,,
60,2018,4,1100,24.38,58.56,0.618,0,28.05,27,21.67,21.55,363.5,0.472,53.89,0.254,,
60,2018,4,1200,26.09,53.7,0.334,0,42.36,28.05,21.82,21.67,644.7,0.61,65.07,0.436,,
60,2018,4,1300,28.71,45.2,0.15,0,42.9,40.55,22.09,21.82,890,0.83,81.7,0.624,,
60,2018,4,1400,28.7,49.21,0.254,0,36.33,36.33,22.51,22.09,831,1.744,52.01,0.59,,
60,2018,4,1500,27.41,54.13,0.385,0,32.83,32.83,22.95,22.51,600.2,1.963,56.07,0.43,,
60,2018,4,1600,26.61,57.32,1.425,0,23.58,23.58,23.27,22.95,327.3,1.139,65.3,0.249,,
60,2018,4,1700,23.59,66.76,1.366,0,22.74,22.74,23.44,23.27,180.6,1.492,65.34,0.146,,
60,2018,4,1800,20.87,75.8,2.904,0,19.46,19.46,23.46,23.44,99.8,1.816,43.61,0.084,,
60,2018,4,1900,18.85,85.4,74.9,0,17.09,17.09,23.38,23.38,41.25,1.065,30.04,0.023,,
60,2018,4,2000,18,91.3,100.8,0.4,16.52,16.48,23.25,23.25,17.66,0.323,34.81,0,,
60,2018,4,2100,17.73,94.2,99.6,2.6,16.73,16.15,23.1,23.1,0.757,0.075,48.33,0,,
60,2018,4,2200,17.78,95.2,99,3.4,16.04,16.04,22.93,22.93,0,0.004,57.27,0,,
60,2018,4,2300,17.69,95.6,98.4,1.8,16.68,16.04,22.75,22.75,0,0,68.6,0,,
60,2018,4,2400,17.63,95.8,98.3,1.2,15.9,15.9,22.56,22.56,0,0,15.85,0,,
60,2018,5,100,17.63,96,98.2,2.2,16.03,15.87,22.4,22.4,0,0,344.7,0,,
60,2018,5,200,17.68,96,98.2,1.6,15.51,15.51,22.24,22.24,0,0.663,78.4,0,,
60,2018,5,300,17.05,94.5,97,6.2,14.44,14.44,22.09,22.09,0,1.133,88.7,0,,
60,2018,5,400,16.39,95.1,94.8,7.8,14.24,14.14,21.87,21.87,0,0.915,96.5,0,,
60,2018,5,500,16.16,95.4,94.8,8.8,13.88,13.88,21.59,21.59,0,0.313,84.4,0,,
60,2018,5,600,16.04,95.7,94.7,8.4,13.96,13.87,21.28,21.28,2.86,0,24.89,0,,
60,2018,5,700,16.08,96.1,94.1,5.8,14.03,13.96,21.03,21.03,9.52,0,300.5,0,,
60,2018,5,800,16.27,96.3,94.9,4.4,16.18,13.98,20.79,20.79,57.28,0.239,247.8,0.025,,
60,2018,5,900,17.26,95.5,96,0.8,17.77,16.18,20.67,20.67,179.2,0.226,295.8,0.104,,
60,2018,5,1000,18.67,89.1,78.3,0,23.49,17.77,20.63,20.63,360.5,0.164,277.9,0.213,,
60,2018,5,1100,21.97,75.6,0.056,0,27.71,21.66,20.68,20.63,811,0.934,258.7,0.479,,
60,2018,5,1200,23.71,66.12,0.025,0,24.18,24.18,20.89,20.68,607.7,0.5,261.8,0.391,,
60,2018,5,1300,23.79,64.96,0.006,0,24.91,22.85,21.18,20.89,341.2,0.068,227.7,0.233,,
60,2018,5,1400,23.89,69.1,0.017,0,27.5,24.91,21.42,21.18,666.7,1.68,20.65,0.416,,
60,2018,5,1500,21.8,75,34.27,0.6,18.72,18.72,21.66,21.42,292.5,1.735,16.64,0.199,,
60,2018,5,1600,19.86,85.3,95.8,1,21.03,18.36,21.86,21.66,215.5,0.694,27.64,0.134,,
60,2018,5,1700,20.46,81.1,14.52,0,18.38,18.38,21.96,21.86,260.4,0.673,79.2,0.153,,
60,2018,5,1800,19.24,84.9,0.85,0,18.64,17.85,22.03,21.96,97.9,0.326,86.6,0.057,,
60,2018,5,1900,19.63,83.7,0.358,0,17.73,17.73,22.05,22.03,100.3,0.092,72.6,0.053,,
60,2018,5,2000,18.85,88.4,5.987,0,16.76,16.76,22.03,22.03,16.34,0,52.38,0,,
60,2018,5,2100,18.19,92.9,66.89,0.2,16.27,16.12,21.99,21.99,1.229,0,20.82,0,,
60,2018,5,2200,17.84,94.2,73.5,0,16.11,16.11,21.92,21.92,0,0.042,27.73,0,,
60,2018,5,2300,20.28,63.17,12.95,0,14.54,14.35,21.84,21.84,0,1.675,194.8,0.014,,
60,2018,5,2400,20.47,60.28,0.509,0,13.99,13.75,21.73,21.73,0,0.995,173.3,0.009,,
60,2018,6,100,20.54,60.68,0.43,0,15.42,13.99,21.63,21.63,0,1.404,157,0.014,,
60,2018,6,200,18.3,78,0.912,0,14.2,14.2,21.51,21.51,0,0.445,211,0,,
60,2018,6,300,20.53,49.86,0.05,0,14.31,14.17,21.42,21.42,0,2.309,191.8,0.027,,
60,2018,6,400,19.97,48.45,0.05,0,13.72,13.72,21.32,21.32,0,3.34,192.9,0.032,,
60,2018,6,500,18.71,49.59,0.05,0,13.07,13.07,21.2,21.2,0.542,2.664,212.8,0.026,,
60,2018,6,600,18.06,51.85,0.05,0,14.01,13.07,21.07,21.07,31.62,1.289,220.3,0.053,,
60,2018,6,700,18.61,50.71,0.05,0,17.27,13.83,20.95,20.95,107.7,0.868,230.5,0.087,,
60,2018,6,800,20.99,45.45,0.05,0,21.76,17.27,20.85,20.85,381.5,1.651,200.2,0.242,,
60,2018,6,900,21.68,39.52,0.042,0,25.59,17.56,20.8,20.8,456.3,3.567,179,0.349,,
60,2018,6,1000,23.6,36.08,0.026,0,32.25,25.59,20.8,20.79,734,2.773,179.9,0.507,,
60,2018,6,1100,24.59,35.67,0.001,0,39.17,32.25,20.91,20.8,899,2.769,167.5,0.617,,
60,2018,6,1200,24.18,40.99,0,0,34.95,28.36,21.2,20.91,712,1.869,108,0.49,,
60,2018,6,1300,22.79,49.31,0,0,30.71,30.71,21.53,21.2,980,3.203,32.83,0.604,,
60,2018,6,1400,21.49,49.81,0.015,0,24.32,23.06,21.88,21.53,622.2,3.491,47.36,0.412,,
60,2018,6,1500,18.45,57.26,28.82,0.2,14.53,14.53,22.14,21.88,207.4,3.263,10.78,0.186,,
60,2018,6,1600,14.7,81.9,96.7,3,14.15,13.75,22.21,22.14,93.6,1.671,349.5,0.059,,
60,2018,6,1700,13.51,89.1,91.7,2.8,13.16,12.82,22.15,22.15,67.98,1.517,352.8,0.036,,
60,2018,6,1800,13.11,89.9,95.1,0.8,13.35,13.16,21.99,21.99,66.46,0.287,358.8,0.03,,
60,2018,6,1900,12.85,89.1,95.6,0.4,12.61,12.61,21.84,21.84,45.52,0.186,1.374,0.017,,
60,2018,6,2000,12.55,89.6,96,0.6,11.61,11.61,21.68,21.68,11.33,0.029,4.718,0,,
60,2018,6,2100,11.8,90.9,94.6,0.4,11.39,11.21,21.52,21.52,1.458,0.163,12.74,0,,
60,2018,6,2200,11.7,92.7,93.7,0.8,11.66,11.09,21.35,21.35,0,0.004,76.2,0,,
60,2018,6,2300,11.47,93.9,95,0.6,10.68,10.67,21.18,21.18,0,0,114.6,0,,
60,2018,6,2400,11.48,94.3,95.9,0.4,10.8,10.56,21.01,21.01,0,0,116.1,0,,
60,2018,7,100,11.45,94.5,97.4,0.2,10.61,10.61,20.85,20.85,0,0,263.2,0,,
60,2018,7,200,11.45,94.4,98,0.6,10.64,10.57,20.69,20.69,0,0,278.3,0,,
60,2018,7,300,11.06,93.4,97.7,0.4,9.69,9.69,20.54,20.54,0,0.004,339.6,0,,
60,2018,7,400,10.2,93.5,96.3,0,9.79,8.8,20.4,20.4,0,0,333.1,0,,
60,2018,7,500,10.5,94.7,96.2,0,9.67,9.67,20.25,20.25,0.643,0,128.6,0,,
60,2018,7,600,10.57,94.6,96.7,0,10.38,9.5,20.11,20.11,11.41,0,153.5,0,,
60,2018,7,700,11.19,94,96.7,0,11.79,10.36,19.98,19.98,51.24,0,248.7,0.032,,
60,2018,7,800,12.52,84.7,66.54,0,13.59,11.79,19.88,19.88,161.7,0.004,190.7,0.08,,
60,2018,7,900,14.19,73.3,0.141,0,16.7,13.27,19.81,19.81,305.2,0.013,184.4,0.16,,
60,2018,7,1000,16.5,65.7,0.048,0,17.23,16.7,19.79,19.79,518,0.264,318.7,0.282,,
60,2018,7,1100,17.28,65.57,0.05,0,23.6,17.23,19.86,19.79,470.4,0.337,89.1,0.273,,
60,2018,7,1200,19.88,59.71,0.029,0,32.84,23.6,20,19.86,894,0.398,105.8,0.532,,
60,2018,7,1300,21.14,56.09,0,0,36.38,32.84,20.29,20,938,1.966,308.4,0.554,,
60,2018,7,1400,21.71,54.23,0,0,35.78,35.7,20.68,20.29,924,2.512,332.6,0.551,,
60,2018,7,1500,22.33,52.4,0,0,33.28,33.12,21.13,20.68,821,2.28,335.8,0.504,,
60,2018,7,1600,22.43,54.14,0.001,0,28.26,28.26,21.54,21.13,705,2.567,358.4,0.434,,
60,2018,7,1700,21.11,59.05,0.022,0,22.98,22.98,21.86,21.54,321.9,2.124,9.02,0.22,,
60,2018,7,1800,20.1,63.27,0.05,0,19.78,19.78,22.05,21.86,212.5,1.745,356.7,0.142,,
60,2018,7,1900,18.73,67.99,0.056,0,17.41,17.41,22.1,22.05,58.19,0.966,11,0.007,,
60,2018,7,2000,17.91,71.5,0.272,0,15.77,15.77,22.07,22.07,23.02,0.492,354.9,0,,
60,2018,7,2100,16.82,77.8,0.627,0,15.02,14.99,21.98,21.98,1.304,0,5.237,0,,
60,2018,7,2200,16,84.5,1.233,0,14.61,14.61,21.85,21.85,0,0,117.9,0,,
60,2018,7,2300,15.82,88.7,52.4,0,13.95,13.95,21.7,21.7,0,0,111.4,0,,
60,2018,7,2400,15.55,92.4,96.8,0,13.98,13.87,21.57,21.57,0,0,83.3,0,,
60,2018,8,100,15.29,93.9,97.5,0.2,13.68,13.49,21.42,21.42,0,0,140.7,0,,
60,2018,8,200,14.85,94.3,98,0,11.78,11.78,21.29,21.29,0,0,195,0,,
60,2018,8,300,13.05,94.5,98.3,0,10.48,10.48,21.16,21.16,0,0,151.5,0,,
60,2018,8,400,12.21,95.2,99,0,10.12,10.12,21.01,21.01,0,0,194.8,0,,
60,2018,8,500,11.56,95.6,99,0,10.17,9.74,20.84,20.84,0.838,0,219.6,0,,
60,2018,8,600,12.37,96.1,99.3,0,11.7,10.17,20.67,20.67,45.09,0.024,240.2,0,,
60,2018,8,700,14.59,91.7,73.7,0,14.75,11.7,20.51,20.51,194.6,0.205,256.8,0.066,,
60,2018,8,800,17.76,75.9,0.24,0,17.74,14.75,20.39,20.39,347.9,0.262,260.3,0.168,,
60,2018,8,900,21.53,58.49,0.049,0,23.26,17.74,20.34,20.33,539.4,0.398,271.5,0.311,,
60,2018,8,1000,23.87,50.95,0.018,0,31.65,23.26,20.38,20.33,704,0.262,114.8,0.439,,
60,2018,8,1100,25.79,46.2,0,0,37.47,31.65,20.54,20.38,837,0.56,30.1,0.554,,
60,2018,8,1200,26.95,44.72,0,0,40.18,37.47,20.88,20.54,924,0.912,37.8,0.631,,
60,2018,8,1300,27.26,50.4,0,0,41.2,40.18,21.32,20.88,957,1.528,60.22,0.653,,
60,2018,8,1400,27.27,50.77,0,0,38.02,38.02,21.8,21.32,934,1.955,67.82,0.637,,
60,2018,8,1500,26.9,50.85,0,0,33.9,33.9,22.27,21.8,857,2.564,59.07,0.585,,
60,2018,8,1600,26.05,52.26,0.002,0,29.1,29.1,22.69,22.27,735,2.885,70.8,0.497,,
60,2018,8,1700,25.37,52.92,0.021,0,23.85,23.85,22.99,22.69,480.2,2.592,65.16,0.337,,
60,2018,8,1800,23.19,57.7,0.07,0,21.35,21.35,23.12,22.99,210.6,2.166,45.64,0.171,,
60,2018,8,1900,20.79,63.3,0.151,0,18.44,18.44,23.13,23.12,151.6,1.951,42.86,0.095,,
60,2018,8,2000,18.48,75.8,0.783,0,15.8,15.8,23.06,23.06,50.54,0.896,19.27,0,,
60,2018,8,2100,16.33,88.5,18.12,0,13.71,13.71,22.93,22.93,2.086,0.231,9.44,0,,
60,2018,8,2200,14.7,93.2,75.3,0,12.9,12.9,22.74,22.74,0,0,2.421,0,,
60,2018,8,2300,14.44,94.7,86.2,0,12.27,12.27,22.53,22.53,0,0,2.244,0,,
60,2018,8,2400,13.68,94.9,89.6,0,12.05,11.76,22.31,22.31,0,0,342.6,0,,
60,2018,9,100,13.32,95.2,91.9,0,11.2,11.2,22.08,22.08,0,0,252.8,0,,
60,2018,9,200,12.63,95.4,94.7,0,10.94,10.77,21.87,21.87,0,0.008,212,0,,
60,2018,9,300,12.45,95.7,97.6,0,11.3,10.69,21.67,21.67,0,0.017,235.8,0,,
60,2018,9,400,12.64,95.9,99.9,0,10.51,10.51,21.46,21.46,0,0.067,301.7,0,,
60,2018,9,500,12.19,95.7,100.6,0,10.37,10.37,21.28,21.28,0.615,0.055,291.8,0,,
60,2018,9,600,12.26,95.9,101,0,12.04,10.19,21.11,21.11,25.71,0,262.1,0,,
60,2018,9,700,14.09,95.4,101.2,0,14.93,12.04,20.94,20.94,105.7,0.101,279.7,0.011,,
60,2018,9,800,17.69,84.8,72.9,0,19.81,14.93,20.82,20.82,228.1,0.177,287.9,0.119,,
60,2018,9,900,22.01,68.12,0.396,0,23.98,19.74,20.76,20.76,295.3,0.276,314.6,0.184,,
60,2018,9,1000,25.4,55.53,0.072,0,34.45,23.98,20.79,20.76,518.4,0.697,339.1,0.343,,
60,2018,9,1100,28.17,49.34,0.016,0,28.23,28.23,20.96,20.79,566.9,1.009,288.8,0.41,,
60,2018,9,1200,28.15,48.73,0.007,0,31.85,28.23,21.21,20.96,468.6,0.81,246.3,0.353,,
60,2018,9,1300,28.53,46.86,0.018,0,26.67,26.67,21.47,21.21,461.8,1.02,276.5,0.36,,
60,2018,9,1400,26.5,52.99,0.071,0,28.77,25.19,21.7,21.47,266.7,0.753,304.8,0.214,,
60,2018,9,1500,27.26,53.45,0.063,0,26.39,26.39,21.87,21.7,340.5,0.759,330.8,0.261,,
60,2018,9,1600,25.43,61.63,0.575,0,25.5,23.88,22.02,21.87,157.4,0.734,340.3,0.127,,
60,2018,9,1700,26.69,57.71,7.44,0,27.22,25.5,22.13,22.02,256.4,0.34,316.5,0.176,,
60,2018,9,1800,26.93,54.06,0.802,0,25.16,25.16,22.21,22.13,240.2,0.676,275.4,0.156,,
60,2018,9,1900,25.47,57.1,0.182,0,21.36,21.36,22.29,22.21,89.5,0.662,276.3,0.021,,
60,2018,9,2000,23.67,63.54,0.324,0,18.93,18.93,22.32,22.29,34.1,0.177,315.9,0,,
60,2018,9,2100,20.77,81.4,2.908,0,17.7,17.7,22.3,22.3,1.265,0,294.8,0,,
60,2018,9,2200,19.74,83.7,3.614,0,16.18,16.01,22.24,22.24,0,0,172.4,0,,
60,2018,9,2300,20.24,76.8,1.767,0,16.83,16.18,22.14,22.14,0,0.16,298.2,0,,
60,2018,9,2400,21.67,67.5,0.525,0,17.19,16.83,22.03,22.03,0,0.412,281,0,,
60,2018,10,100,20.72,72.5,0.904,0,16.19,16.08,21.94,21.94,0,0.153,306.2,0,,
60,2018,10,200,20.26,73.6,0.981,0,15.27,15.27,21.84,21.84,0,0.105,296.5,0,,
60,2018,10,300,19.63,75.5,1.161,0,14.96,14.88,21.75,21.75,0,0.359,313.4,0,,
60,2018,10,400,19.15,77.7,1.45,0,14.68,14.68,21.64,21.64,0,0.304,318.2,0,,
60,2018,10,500,18.47,81,2.022,0,14.99,14.5,21.53,21.53,0.645,0.037,5.854,0,,
60,2018,10,600,18.45,82.8,5.551,0,16.27,14.99,21.43,21.43,16.73,0.042,201.7,0,,
60,2018,10,700,19.06,85.3,57.95,0,17.84,16.27,21.35,21.35,61.61,0.004,322.6,0,,
60,2018,10,800,21.04,81.6,37.01,0,20.51,17.84,21.29,21.29,160.3,0.015,114.6,0.095,,
60,2018,10,900,22.62,74.1,0.566,0,24.21,20.51,21.29,21.28,360.6,0.912,61.69,0.22,,
60,2018,10,1000,22.47,70.8,0.34,0,26.75,23.48,21.35,21.29,482.7,1.897,37.64,0.297,,
60,2018,10,1100,21.87,71.9,0.534,0,19.53,19.53,21.47,21.35,361.9,1.746,45.56,0.241,,
60,2018,10,1200,19.46,80.4,15.43,0,18.76,18.76,21.59,21.47,209.1,1.823,49.33,0.137,,
60,2018,10,1300,18.43,87.5,85.1,0.4,17.27,17.27,21.64,21.59,198.8,1.494,59.49,0.119,,
60,2018,10,1400,17.34,91.5,85.7,0,15.88,15.88,21.66,21.64,96.6,1.751,34.02,0.054,,
60,2018,10,1500,16.42,93.8,100.2,1,15.96,15.48,21.63,21.63,62.13,1.551,42.35,0.031,,
60,2018,10,1600,16.22,94.1,98.9,1.4,14.95,14.95,21.59,21.59,60.48,1.098,46.46,0.029,,
60,2018,10,1700,15.92,94.8,95.3,2.2,15.61,14.84,21.51,21.51,70.1,1.41,20.37,0.033,,
60,2018,10,1800,15.91,94.9,95.4,1.2,15.23,15.23,21.42,21.42,50.26,0.456,40.92,0.021,,
60,2018,10,1900,15.8,95.3,95.2,2.6,14.7,14.69,21.34,21.34,28.79,0.302,53.47,0.007,,
60,2018,10,2000,15.51,95.8,96.5,0.4,14.34,14.34,21.25,21.25,11.98,0.543,79.3,0,,
60,2018,10,2100,15.23,96,96.8,0.6,14.38,14.31,21.15,21.15,0.782,0.191,66.15,0,,
60,2018,10,2200,15.17,96.1,96.7,0.4,13.77,13.77,21.06,21.06,0,0.635,48.36,0,,
60,2018,10,2300,14.91,96.3,95.4,0.4,13.63,13.63,20.96,20.96,0,1.11,51.74,0,,
60,2018,10,2400,14.52,96.3,95.1,0.6,13.02,13.02,20.87,20.87,0,1.054,58.18,0,,
60,2018,11,100,14.18,96.4,95.4,2.6,12.71,12.71,20.78,20.78,0,1.108,53.97,0,,
60,2018,11,200,13.97,96.5,93.1,1.6,12.74,12.71,20.66,20.66,0,1.002,44.57,0,,
60,2018,11,300,13.96,96.6,92.8,0.8,12.82,12.63,20.54,20.54,0,1.236,39.8,0,,
60,2018,11,400,13.96,96.7,93.8,0.4,12.99,12.76,20.43,20.43,0,1.056,40.8,0,,
60,2018,11,500,13.97,96.7,93.7,0.4,12.95,12.95,20.32,20.32,0.02,0.569,25.28,0,,
60,2018,11,600,13.75,96.7,91.4,1.4,13.18,12.85,20.23,20.23,5.962,0.269,40.08,0,,
